drug	gene
DB08896	DDR2
DB08896	NTRK1
DB08896	EPHA2
DB08896	RAF1
DB08896	BRAF
DB08896	MAPK11
DB08896	FRK
DB08896	ABL1
DB08896	RET
DB08897	CHRM1
DB08897	CHRM2
DB08897	CHRM3
DB08897	CHRM4
DB08897	CHRM5
DB08899	AR
DB08900	GLP2R
DB08901	ABL1
DB08901	BCR
DB08901	KIT
DB08901	RET
DB08901	TEK
DB08901	FLT3
DB08901	FGFR1
DB08901	FGFR2
DB08901	FGFR3
DB08901	FGFR4
DB08901	LCK
DB08901	SRC
DB08901	LYN
DB08901	KDR
DB08901	PDGFRA
DB08904	TNF
DB08906	NR3C1
DB08906	PGR
DB08906	NR3C2
DB08907	SLC5A2
DB08908	KEAP1
DB08908	RELA
DB08910	CRBN
DB08910	TNF
DB08910	PTGS2
DB08911	MAP2K1
DB08911	MAP2K2
DB08912	BRAF
DB08912	RAF1
DB08912	SIK1
DB08912	NEK11
DB08912	LIMK1
DB08915	PPARA
DB08915	PPARG
DB08915	NCOA1
DB08916	EGFR
DB08916	ERBB2
DB08916	ERBB4
DB08918	SLC6A4
DB08918	SLC6A2
DB08922	HTR2A
DB08922	DRD2
DB08922	HTR1A
DB08922	HRH1
DB08922	DRD4
DB08927	HTR2A
DB08931	GUCY1A2
DB08932	EDNRA
DB08932	EDNRB
DB08935	MS4A1
DB08936	HRH1
DB08949	HCAR3
DB08949	HCAR2
DB08950	ADRA1A
DB08951	PKM
DB08954	GRIN2B
DB08954	GRIN1
DB08954	KCNJ3
DB08954	KCNJ6
DB08954	KCNJ5
DB08960	CHRNA2
DB08964	PTGER3
DB08964	PTGER2
DB08995	AHR
DB08996	ACHE
DB09006	PPARA
DB09006	PPARG
DB09006	PPARD
DB09013	ADRB1
DB09013	ADRB2
DB09014	HTR2C
DB09014	SIGMAR1
DB09014	DRD3
DB09016	SLC6A4
DB09016	HRH1
DB09016	HTR2A
DB09018	DRD2
DB09019	TMPRSS2
DB09019	ACE2
DB09020	AQP3
DB09026	REN
DB09028	CHRNA4
DB09028	CHRNA7
DB09028	CHRNA3
DB09028	CHRNA6
DB09028	CHRNB2
DB09029	IL17A
DB09030	F2R
DB09031	ABCB1
DB09033	ITGA4
DB09033	ITGB7
DB09034	HCRTR1
DB09034	HCRTR2
DB09035	PDCD1
DB09035	CD274
DB09036	IL6
DB09037	PDCD1
DB09037	CD274
DB09038	SLC5A2
DB09039	UGCG
DB09043	GLP1R
DB09045	GLP1R
DB09046	LEPR
DB09047	TOP2A
DB09048	TACR1
DB09049	OPRM1
DB09052	CD19
DB09052	CD3D
DB09053	BTK
DB09054	PIK3CD
DB09059	OXTR
DB09059	AVPR1A
DB09059	AVPR1B
DB09059	AVPR2
DB09061	CNR1
DB09061	CNR2
DB09061	GPR12
DB09061	GLRA1
DB09061	GLRA3
DB09061	GPR18
DB09061	GPR55
DB09061	HTR1A
DB09061	HTR2A
DB09061	CHRNA7
DB09061	OPRD1
DB09061	OPRM1
DB09061	PPARG
DB09061	TRPV1
DB09061	CACNA1G
DB09061	CACNA1H
DB09061	CACNA1I
DB09061	TRPA1
DB09061	TRPM8
DB09061	TRPV2
DB09061	TRPV3
DB09061	TRPV4
DB09061	VDAC1
DB09061	HTR3A
DB09061	ADORA1
DB09061	PTGS1
DB09061	PTGS2
DB09061	ACAT1
DB09061	CYP17A1
DB09061	HMGCR
DB09061	GSR
DB09061	GPX1
DB09061	IDO1
DB09061	CYP1B1
DB09061	NQO1
DB09061	CAT
DB09061	CYP3A5
DB09061	CYP2D6
DB09061	SOD1
DB09061	CYP1A2
DB09061	CYP3A7
DB09061	AANAT
DB09061	NAAA
DB09063	ALK
DB09064	PPARA
DB09065	CYP3A4
DB09066	FSHR
DB09068	SLC6A4
DB09068	HTR3A
DB09068	HTR7
DB09068	HTR1B
DB09068	HTR1A
DB09068	ADRB1
DB09068	SLC6A2
DB09069	ACAA2
DB09070	ESR1
DB09071	MTNR1A
DB09071	MTNR1B
DB09072	SLC52A2
DB09073	CDK4
DB09073	CDK6
DB09074	PARP1
DB09074	PARP2
DB09074	PARP3
DB09074	AKR1C3
DB09075	F10
DB09076	CHRM2
DB09076	CHRM3
DB09076	CHRM1
DB09076	CHRM4
DB09076	CHRM5
DB09078	FLT1
DB09078	KDR
DB09078	FLT4
DB09078	FGFR1
DB09078	FGFR2
DB09078	FGFR3
DB09078	FGFR4
DB09078	PDGFRA
DB09078	RET
DB09078	KIT
DB09079	FLT1
DB09079	KDR
DB09079	FLT4
DB09079	PDGFRA
DB09079	PDGFRB
DB09079	FGFR1
DB09079	FGFR2
DB09079	FGFR3
DB09079	FLT3
DB09079	LCK
DB09079	LYN
DB09079	SRC
DB09080	ADRB2
DB09082	ADRB2
DB09083	HCN2
DB09085	RYR1
DB09085	RYR2
DB09086	ESR1
DB09086	ESR2
DB09086	AR
DB09086	TRPV3
DB09089	OPRM1
DB09089	CHRM1
DB09089	CHRM2
DB09089	CHRM3
DB09089	CHRM4
DB09090	CACNA1S
DB09091	NR3C1
DB09091	HDAC2
DB09092	NNT
DB09092	GAPDH
DB09092	IDH3A
DB09092	OGDH
DB09092	MDH2
DB09092	RPL3
DB09093	ARF1
DB09093	EPHB1
DB09093	PNLIP
DB09093	PADI4
DB09095	ANXA3
DB09095	NR3C1
DB09096	CAT
DB09096	AZIN2
DB09097	DRD2
DB09098	GHR
DB09098	IGF1R
DB09099	SSTR1
DB09099	SSTR2
DB09099	SSTR3
DB09099	SSTR4
DB09099	SSTR5
DB09100	THRA
DB09100	THRB
DB09103	KIT
DB09107	EPOR
DB09108	VWF
DB09109	F9
DB09109	F10
DB09109	F2
DB09112	HBA1
DB09112	HBB
DB09112	MB
DB09116	ALDH3B2
DB09118	LDHA
DB09118	LDHB
DB09119	P2RX4
DB09120	TRPV1
DB09121	ADCY1
DB09121	ADCY2
DB09121	ADCY5
DB09122	IFNAR1
DB09123	PGR
DB09123	AR
DB09124	PGR
DB09126	LHCGR
DB09128	HTR1A
DB09128	DRD2
DB09128	HTR2A
DB09128	ADRA2C
DB09128	ADRA1B
DB09129	INSR
DB09130	APP
DB09130	AHCY
DB09130	HIST1H2BC
DB09130	GAPDH
DB09130	NME1
DB09130	HIST1H1E
DB09130	PRDX1
DB09130	S100A8
DB09130	RPSA
DB09130	ACTG1
DB09130	ENO1
DB09130	EEF1A1
DB09130	KRT8
DB09130	P4HB
DB09130	PDIA3
DB09130	HSPD1
DB09130	HSPA13
DB09130	HSPA5
DB09130	HSP90B1
DB09130	TF
DB09130	RPS2
DB09130	SRSF1
DB09130	HNRNPA2B1
DB09130	HNRNPH1
DB09130	HNRNPH3
DB09130	HNRNPL
DB09130	SFPQ
DB09130	SF3A2
DB09130	RACK1
DB09130	ACTN1
DB09130	ACY1
DB09130	ANXA4
DB09130	ANXA5
DB09130	CALR
DB09130	PKM
DB09130	AKR1A1
DB09130	CYB5R3
DB09130	GSR
DB09130	TKT
DB09130	PRDX2
DB09130	PRDX6
DB09130	PPIA
DB09130	HSPA8
DB09130	HSP90AA1
DB09130	PTGES3
DB09130	STIP1
DB09130	EEF1A1L14
DB09130	EIF6
DB09130	EIF4A1
DB09130	GPI
DB09130	LDHA
DB09130	PGK1
DB09130	TUBA3C
DB09130	TUBB
DB09130	CFL1
DB09130	YWHAB
DB09130	GOT1
DB09130	GSS
DB09130	HDGF
DB09130	IDH3A
DB09130	CLIC1
DB09130	PSME1
DB09130	PEBP1
DB09130	PGAM1
DB09130	RANBP1
DB09130	UGDH
DB09130	B2M
DB09130	SCO1
DB09130	PRNP
DB09130	GLRA1
DB09130	HTT
DB09130	NEIL1
DB09130	NEIL2
DB09130	HEPHL1
DB09130	SERPINE1
DB09130	S100A2
DB09130	S100A4
DB09130	SNCA
DB09130	BDNF
DB09130	PARK7
DB09130	IAPP
DB09130	TAC3
DB09130	A1BG
DB09130	AFM
DB09130	AGT
DB09130	AHSG
DB09130	APCS
DB09130	APOA1
DB09130	APOA2
DB09130	APOA4
DB09130	APOBR
DB09130	APOC2
DB09130	APOC3
DB09130	APOD
DB09130	APOE
DB09130	APOH
DB09130	AZGP1
DB09130	C1QC
DB09130	C1S
DB09130	C3
DB09130	C4B
DB09130	C4BPA
DB09130	C5
DB09130	C8B
DB09130	C9
DB09130	CFH
DB09130	CFI
DB09130	CLEC3B
DB09130	CLU
DB09130	F2
DB09130	C1QBP
DB09130	GSN
DB09130	HBA1
DB09130	HBB
DB09130	CBX5
DB09130	HPR
DB09130	IGFALS
DB09130	IGHG1
DB09130	IGHG4
DB09130	P01619
DB09130	IGLL1
DB09130	ITIH2
DB09130	KNG1
DB09130	KRT1
DB09130	KRT10
DB09130	KRT2
DB09130	KRT9
DB09130	LRG1
DB09130	LUM
DB09130	PGLYRP2
DB09130	PLG
DB09130	PON1
DB09130	PPBP
DB09130	SERPINA1
DB09130	SERPINA4
DB09130	SERPINA6
DB09130	SERPINA7
DB09130	SERPINC1
DB09130	SERPIND1
DB09130	SERPINF1
DB09130	SERPINF2
DB09130	SERPING1
DB09130	TTR
DB09130	VTN
DB09130	APLP1
DB09131	PROC
DB09131	CSTB
DB09140	MT-CO1
DB09140	NOX1
DB09141	F10
DB09141	SERPINC1
DB09143	SMO
DB09147	FTL
DB09147	HBA1
DB09147	HBB
DB09148	APP
DB09149	APP
DB09151	APP
DB09166	PTAFR
DB09167	HTR1A
DB09167	HTR2A
DB09167	HRH1
DB09167	CHRM1
DB09167	CHRM2
DB09167	CHRM3
DB09167	CHRM4
DB09167	CHRM5
DB09167	SLC6A2
DB09167	SLC6A4
DB09173	OPRM1
DB09173	OPRK1
DB09173	OPRD1
DB09185	SLC6A2
DB09185	HTR2B
DB09185	HTR2C
DB09185	ADRA1B
DB09185	ADRB2
DB09185	HRH1
DB09185	HRH2
DB09185	CHRM1
DB09185	CHRM2
DB09185	CHRM3
DB09185	CHRM4
DB09185	MAOA
DB09185	MAOB
DB09186	SLC6A4
DB09194	HTR2A
DB09194	HTR2C
DB09194	DRD2
DB09195	HTR2A
DB09195	HTR2C
DB09195	HRH1
DB09195	SLC6A4
DB09198	PPARG
DB09201	PPARG
DB09202	ADRA1A
DB09202	ADRA1B
DB09202	ADRA1D
DB09204	ADRB1
DB09204	ADRB2
DB09207	DRD2
DB09207	DRD3
DB09207	Q9UE69
DB09209	OPRM1
DB09209	OPRK1
DB09209	OPRD1
DB09211	PTGER2
DB09211	PTGER1
DB09211	PTGER3
DB09211	PTGER4
DB09212	PTGS2
DB09212	PTGS1
DB09213	PTGS2
DB09213	PTGS1
DB09213	BCL2
DB09213	THBD
DB09213	PLAT
DB09213	FABP2
DB09213	PPARG
DB09213	CFTR
DB09213	SLC15A1
DB09213	PPARA
DB09213	GP1BA
DB09213	S100A7
DB09214	PTGS1
DB09214	PTGS2
DB09215	PTGS1
DB09215	PTGS2
DB09216	PTGS1
DB09216	PTGS2
DB09217	PTGS2
DB09220	ABCC9
DB09221	TNF
DB09221	IL6
DB09221	IL3
DB09221	FLT1
DB09221	NGF
DB09221	PDGFRB
DB09221	HSP90AA1
DB09221	HSP90AB1
DB09223	DRD2
DB09223	DRD3
DB09223	HTR2A
DB09224	DRD2
DB09225	DRD2
DB09225	HTR2A
DB09225	HTR7
DB09225	SLC6A2
DB09225	SLC6A4
DB09225	HTR6
DB09227	CACNA1C
DB09227	CACNA1G
DB09227	CACNA1H
DB09228	C1R
DB09228	C1S
DB09228	KLKB1
DB09228	F12
DB09228	F2
DB09228	F11
DB09228	PLAT
DB09229	CACNA1C
DB09229	CACNA1D
DB09229	CACNA1F
DB09229	CACNA1S
DB09229	CACNA1H
DB09230	CACNB1
DB09231	CACNA1B
DB09232	CACNA1B
DB09235	CACNA1I
DB09235	CACNA1C
DB09235	CACNA1G
DB09235	CACNA1H
DB09237	CACNA1C
DB09237	CACNA1D
DB09237	NOS3
DB09237	NOS2
DB09238	CACNA1G
DB09238	CACNA1H
DB09238	CACNA1I
DB09239	ADRA1A
DB09241	GUCY1A2
DB09241	NOS1
DB09242	ADRA2A
DB09242	NISCH
DB09244	MAOA
DB09244	HTR1A
DB09244	ADRA2A
DB09245	MAOA
DB09256	TYMS
DB09257	DPYD
DB09258	F10
DB09258	SERPINC1
DB09258	SERPIND1
DB09262	CHRM1
DB09262	CHRM2
DB09262	CHRM3
DB09265	GLP1R
DB09266	MRC1
DB09270	NDUFV3
DB09270	SDHA
DB09272	OPRM1
DB09272	OPRD1
DB09272	OPRK1
DB09273	PDE2A
DB09273	ADRB2
DB09273	ADORA2A
DB09279	AGTR1
DB09280	CFTR
DB09282	GUCY1A2
DB09283	PDGFRB
DB09285	ALOX5
DB09285	PTGS2
DB09285	LTB4R
DB09285	TBXA2R
DB09286	DRD2
DB09286	HTR2A
DB09286	DRD4
DB09286	DRD1
DB09286	DRD3
DB09286	HTR2B
DB09286	ADRA2A
DB09288	PTGS1
DB09288	PTGS2
DB09288	TRPV1
DB09288	CNR1
DB09289	OPRM1
DB09289	GRIA1
DB09289	HTR1A
DB09289	DRD3
DB09290	HTR3A
DB09291	TACR1
DB09292	MME
DB09295	PTGS1
DB09295	PTGS2
DB09295	CLCNKA
DB09300	CHRM3
DB09300	CHRM2
DB09301	BDNF
DB09301	GDNF
DB09301	VEGFA
DB09301	CCL2
DB09302	PCSK9
DB09303	PCSK9
DB09310	F13B
DB09317	ESR1
DB09318	ESR1
DB09327	DPYD
DB09327	TYMS
DB09329	VWF
DB09330	EGFR
DB09331	CD38
DB09332	F2
DB09332	F7
DB09332	F9
DB09332	F10
DB09332	PROC
DB09332	GGCX
DB09332	PROS1
DB09333	DIO3
DB09334	MC2R
DB09336	EPCAM
DB09336	MS4A1
DB09338	ALPL
DB09338	AQP1
DB09338	SLC16A1
DB09343	TYMP
DB09351	ADRB1
DB09363	SLC18A2
DB09369	ESR1
DB09371	ESR1
DB09371	AR
DB09371	SHBG
DB09389	PGR
DB09389	SRD5A1
DB09389	AR
DB09418	SLC5A5
DB09421	TRHR
DB09422	PPARA
DB09456	INSR
DB09456	IGF1R
DB09460	CA1
DB09460	CA2
DB09460	CA4
DB09460	CA9
DB09462	PPARD
DB09462	PLA2G2E
DB09462	ISYNA1
DB09462	ADH1B
DB09462	ITPR1
DB09462	PAEP
DB09462	NAGA
DB09462	ARF1
DB09462	PAPSS1
DB09462	TRDMT1
DB09462	GSTZ1
DB09472	CA2
DB09472	CA1
DB09477	ACE
DB09477	BDKRB1
DB09488	HRH1
DB09517	FTL
DB09517	HBB
DB09517	HBA1
DB09526	TYR
DB09526	CYSLTR1
DB09532	SCTR
DB09535	ESR1
DB09535	ESR2
DB09536	MARCO
DB09539	SREBF1
DB09552	ATP6V1C1
DB09555	HRH1
DB09559	EGFR
DB09564	INSR
DB09564	IGF1R
DB09568	DGAT2
DB09568	HSD17B10
DB09568	ECHS1
DB09568	HADH
DB09568	ELOVL4
DB09568	LPL
DB10770	FLT1
DB10770	IL6
DB10770	IL1R1
DB10770	TGFBR2
DB10770	FGF1
DB10770	IFNG
DB10770	FGFR2
DB10770	CSF2RA
DB10770	PDGFRB
DB10770	TGFB1
DB10770	TNF
DB10772	FGF1
DB10772	EGFR
DB10772	CSF2RA
DB10772	IL1B
DB10772	IL6
DB10772	IFNG
DB10772	PDGFRA
DB10772	TGFBR2
DB10772	TGFB1
DB10772	TNF
DB10772	VEGFA
DB10772	FGFR2
DB11059	SLC2A1
DB11064	PGR
DB11064	AR
DB11064	ESR1
DB11071	PTGS1
DB11071	PTGS2
DB11075	EPCAM
DB11077	ENPP1
DB11077	HTATIP2
DB11079	PTGS1
DB11079	PTGS2
DB11081	GLUD1
DB11085	TPO
DB11087	NR1I2
DB11090	KCNH2
DB11093	CASR
DB11093	CALR
DB11093	CIB1
DB11093	PDCD6
DB11093	SRI
DB11093	CHP1
DB11093	SPARC
DB11093	CANX
DB11093	FBN2
DB11093	S100B
DB11093	CASQ2
DB11093	RGN
DB11093	PEF1
DB11093	S100A6
DB11093	TPT1
DB11093	CIB2
DB11093	S100A13
DB11093	CASQ1
DB11093	NUCB1
DB11093	NUCB2
DB11093	CALM1
DB11093	FBN3
DB11093	GCA
DB11093	CADPS
DB11093	CALM2
DB11093	CALM3
DB11093	S100A16
DB11093	CALB2
DB11093	CAPS
DB11093	CADPS2
DB11093	CALR3
DB11093	NRXN1
DB11093	NCS1
DB11094	VDR
DB11094	GC
DB11113	PTGER3
DB11113	PTGER4
DB11120	MAPK1
DB11124	ADRA1A
DB11124	ADRA1B
DB11124	ADRA2A
DB11124	ADRA2B
DB11124	ADRA2C
DB11124	ADRB1
DB11124	ADRB2
DB11124	ADRA1D
DB11124	ADRB3
DB11130	OPRD1
DB11130	OPRK1
DB11130	OPRM1
DB11131	TRPV1
DB11132	MARCO
DB11133	PPARG
DB11133	PPARA
DB11133	SREBF1
DB11136	CYB5A
DB11148	TRPA1
DB11148	TRPV4
DB11156	GPR35
DB11156	CHRM1
DB11157	KRT2
DB11157	KRT12
DB11157	MAPK8IP1
DB11166	F2
DB11166	F10
DB11181	CHRM1
DB11181	CHRM2
DB11181	CHRM3
DB11181	CHRM4
DB11181	CHRM5
DB11186	SIGMAR1
DB11186	KCNH2
DB11186	OPRK1
DB11186	OPRM1
DB11193	TLR4
DB11201	PTGS1
DB11201	PTGS2
DB11217	TYR
DB11219	PGR
DB11219	AR
DB11219	ESR2
DB11219	ESR1
DB11221	SHBG
DB11235	HRH1
DB11235	CHRM1
DB11235	CHRM2
DB11235	CHRM3
DB11235	CHRM4
DB11235	CHRM5
DB11254	TOP1
DB11254	TGM2
DB11254	TYR
DB11263	PKM
DB11274	DRD2
DB11274	DRD3
DB11278	ADRB1
DB11278	ADRA2A
DB11294	HLA-A
DB11294	HLA-A
DB11294	HLA-B
DB11300	F11
DB11300	F13A1
DB11300	F13B
DB11300	FGA
DB11300	FGB
DB11300	FGG
DB11300	F5
DB11300	F8
DB11300	F2R
DB11300	F2RL3
DB11311	FGA
DB11311	FGB
DB11311	F13A1
DB11311	CPB2
DB11312	F5
DB11312	F8
DB11323	PTGS1
DB11323	PTGS2
DB11324	TRPV1
DB11327	NOS2
DB11327	PTGS2
DB11328	PROCR
DB11338	VCAM1
DB11338	CXCL10
DB11338	COL1A1
DB11338	CSF2RA
DB11345	TRPV1
DB11345	TRPV3
DB11345	TRPA1
DB11345	TRPM8
DB11348	CASR
DB11348	CALR
DB11348	CIB1
DB11348	PDCD6
DB11348	SRI
DB11348	CHP1
DB11348	SPARC
DB11348	CANX
DB11348	FBN2
DB11348	S100B
DB11348	CASQ2
DB11348	RGN
DB11348	PEF1
DB11348	S100A6
DB11348	TPT1
DB11348	CIB2
DB11348	S100A13
DB11348	CASQ1
DB11348	NUCB1
DB11348	NUCB2
DB11348	CALM1
DB11348	FBN3
DB11348	GCA
DB11348	CADPS
DB11348	CALM2
DB11348	CALM3
DB11348	S100A16
DB11348	CALB2
DB11348	CAPS
DB11348	CADPS2
DB11348	CALR3
DB11348	NRXN1
DB11348	NCS1
DB11359	ALB
DB11362	PTGIR
DB11363	ALK
DB11365	AQP3
DB11386	KCNH2
DB11397	TF
DB11397	BCHE
DB11421	CHRFAM7A
DB11425	AR
DB11429	AR
DB11447	AR
DB11478	ESR1
DB11478	SHBG
DB11496	TPO
DB11541	ESR1
DB11560	SLC22A12
DB11560	SLC22A11
DB11564	INSR
DB11564	IGF1R
DB11567	INSR
DB11567	IGF1R
DB11568	INSR
DB11568	IGF1R
DB11569	IL17A
DB11571	F5
DB11571	F8
DB11571	F11
DB11571	F13A1
DB11571	F13B
DB11571	FGA
DB11571	FGB
DB11571	FGG
DB11572	F5
DB11572	F8
DB11572	FGA
DB11572	FGB
DB11572	FGG
DB11580	C5
DB11581	BCL2
DB11582	GLRA1
DB11582	TNFSF11
DB11587	ADRB2
DB11588	MB
DB11590	MTR
DB11590	SLC7A11
DB11590	FXYD2
DB11591	HRH1
DB11595	CD274
DB11595	PDCD1
DB11597	RHD
DB11598	SERPINC1
DB11601	TLR2
DB11605	NR1H4
DB11605	NR1I2
DB11605	PPARA
DB11606	VWF
DB11607	VWF
DB11611	ITGAL
DB11614	PTAFR
DB11614	HRH1
DB11619	SHBG
DB11619	PGR
DB11619	NR3C1
DB11619	AR
DB11619	GNRHR
DB11619	ESR1
DB11623	MME
DB11626	TNFRSF1A
DB11626	TNFRSF1B
DB11632	COMT
DB11633	KCNH2
DB11633	CACNA1C
DB11633	KCNJ6
DB11633	KCNJ9
DB11633	KCNJ11
DB11633	KCNA5
DB11633	KCND3
DB11633	KCNQ1
DB11633	SCN5A
DB11635	ABCB1
DB11638	ACTG1
DB11638	ALDH7A1
DB11638	ANXA2
DB11638	ATP5A1
DB11638	ATP5L
DB11638	ATP5O
DB11638	CAST
DB11638	CCT3
DB11638	CFL1
DB11638	CLIC1
DB11638	CSRP1
DB11638	DPYSL2
DB11638	DSP
DB11638	EEF1A1
DB11638	ENO1
DB11638	FLNA
DB11638	FTO
DB11638	G6PD
DB11638	GAPDHS
DB11638	GPI
DB11638	HNRNPA2B1
DB11638	HNRNPD
DB11638	HNRNPK
DB11638	HP1BP3
DB11638	HSPB1
DB11638	IQGAP1
DB11638	KHSRP
DB11638	LDHA
DB11638	LDHB
DB11638	LGALS1
DB11638	MAP4
DB11638	MDH1
DB11638	NPEPPS
DB11638	PFN1
DB11638	PGK1
DB11638	PKM
DB11638	PPIA
DB11638	PRDX1
DB11638	RPL10
DB11638	RPL14
DB11638	RPL18
DB11638	RPL23A
DB11638	RPL35
DB11638	RPL4
DB11638	RPS13
DB11638	RPS17
DB11638	RPS18
DB11638	RPS19
DB11638	RPS28
DB11638	RPS5
DB11638	RPS6
DB11638	RPS8
DB11638	RPS9
DB11638	SF1
DB11638	SFPQ
DB11638	SNRPD2
DB11638	SRP14
DB11638	SRSF4
DB11638	TAGLN
DB11638	TAGLN2
DB11638	TPI1
DB11638	TPM1
DB11638	TUBA1A
DB11638	VIM
DB11638	ZYX
DB11638	HSPA8
DB11638	TUBB6
DB11638	TUBB4A
DB11638	TUBB
DB11638	ALDOA
DB11638	GAPDH
DB11638	CYCS
DB11638	PGAM1
DB11638	MYH9
DB11638	P4HB
DB11638	DDX5
DB11638	SHMT2
DB11638	DDX39B
DB11638	NPM1
DB11638	ALB
DB11639	BMPR2
DB11639	BMPR1A
DB11640	KCNA1
DB11641	TUBB
DB11642	HRH3
DB11642	KCNH2
DB11644	TTR
DB11652	ERBB2
DB11652	ERBB3
DB11653	MC1R
DB11653	MC4R
DB11653	MC3R
DB11653	MC5R
DB11653	MC2R
DB11660	PTGFR
DB11672	PPARG
DB11672	VDR
DB11672	ABCC5
DB11672	CBR1
DB11672	GSTP1
DB11674	ESR2
DB11674	SHBG
DB11682	EGLN1
DB11682	EGLN2
DB11682	EGLN3
DB11689	MAP2K1
DB11689	MAP2K2
DB11691	OPRM1
DB11691	OPRD1
DB11691	OPRK1
DB11692	TACR3
DB11693	CAMLG
DB11693	PPP3R1
DB11693	PPP3R2
DB11697	JAK2
DB11697	FLT3
DB11699	HTR3A
DB11700	MC4R
DB11703	BTK
DB11712	CFTR
DB11714	CD274
DB11714	PDCD1
DB11718	BRAF
DB11718	CCND1
DB11723	DPP4
DB11726	CHRNA7
DB11730	CDK4
DB11730	CDK6
DB11731	TUBB
DB11731	EGFR
DB11731	CD19
DB11732	HTR1F
DB11737	EGFR
DB11738	ADRA2A
DB11740	WEE1
DB11745	CNR1
DB11752	PRKCA
DB11752	PRKCE
DB11752	CASP8
DB11752	PRKD1
DB11752	CD86
DB11752	PTGS2
DB11752	CCND1
DB11752	TNF
DB11755	CNR1
DB11755	GPR55
DB11755	HTR1A
DB11755	TRPV2
DB11755	TRPM8
DB11755	TRPA1
DB11755	CNR2
DB11757	ADORA2A
DB11757	ADORA1
DB11758	CCR2
DB11760	PARP1
DB11760	PARP2
DB11761	SLC9A3
DB11764	BTK
DB11767	IL6R
DB11767	FCGR1A
DB11767	FCGR2A
DB11767	FCGR2B
DB11767	FCGR3A
DB11767	FCGR3B
DB11771	CTLA4
DB11772	PIK3CA
DB11781	NPEPPS
DB11781	LTA4H
DB11791	MET
DB11793	PARP1
DB11793	PARP2
DB11800	FLT1
DB11800	KDR
DB11800	FLT4
DB11800	KIT
DB11800	PDGFRB
DB11800	FLT3
DB11800	PDGFRA
DB11800	PTK6
DB11800	TEK
DB11800	FGFR1
DB11800	MET
DB11811	PPARG
DB11817	JAK1
DB11817	JAK2
DB11817	JAK3
DB11817	TYK2
DB11823	GRIN2B
DB11823	EEF2
DB11823	BDNF
DB11823	NTRK2
DB11827	SLC5A2
DB11828	EGFR
DB11830	HDAC1
DB11830	HDAC3
DB11830	HDAC2
DB11831	MGMT
DB11831	GSTP1
DB11834	IL23A
DB11837	CYP11B1
DB11837	CYP11B2
DB11840	IGF1R
DB11842	AGTR1
DB11850	MS4A1
DB11853	GNRHR
DB11856	IGHE
DB11858	CYSLTR1
DB11858	CYSLTR2
DB11866	SOST
DB11886	FGFR1
DB11886	FGFR2
DB11886	FGFR3
DB11886	FGFR4
DB11901	AR
DB11914	IL13
DB11914	IL13
DB11915	VMAT2
DB11921	NR3C1
DB11928	NPR2
DB11936	ACLY
DB11937	AHR
DB11937	GPR35
DB11938	OPRK1
DB11942	XPO1
DB11945	CD274
DB11945	PDCD1
DB11948	RBP3
DB11949	TACR1
DB11951	HCRTR1
DB11951	HCRTR2
DB11952	PIK3CG
DB11952	PIK3CD
DB11962	MTOR
DB11962	PIK3C3
DB11963	EGFR
DB11967	MAP3K1
DB11967	MAP2K2
DB11967	IL6
DB11967	TNF
DB11967	IL1B
DB11973	EGF
DB11973	EPHB4
DB11973	ERBB2
DB11976	IFNAR1
DB11978	SMO
DB11979	GNRHR
DB11986	NTRK1
DB11986	NTRK3
DB11986	ROS1
DB11986	NTRK2
DB11986	JAK2
DB11986	TNK2
DB11988	MS4A1
DB11994	NR1H3
DB11994	NR1H2
DB11994	ALOX5
DB11994	CYP1A2
DB11994	CYP2E1
DB11994	CYP2C9
DB11994	CYP2D6
DB11995	MPL
DB11995	ABCG2
DB11995	SLC22A8
DB12001	CDK4
DB12001	CDK6
DB12007	PPARA
DB12007	PPARG
DB12008	CHEK1
DB12010	SYK
DB12010	ADORA3
DB12010	VMAT2
DB12010	FAAH
DB12010	SLC29A1
DB12010	UGT1A1
DB12010	PDE5A
DB12010	ALOX5
DB12010	CTSS
DB12010	CTSL
DB12010	ABL1
DB12010	RPS6KA6
DB12010	TYK2
DB12010	COQ8A
DB12010	JAK1
DB12010	MET
DB12010	NIM1K
DB12010	STK26
DB12010	PRKACA
DB12010	STK24
DB12010	STK3
DB12010	TEC
DB12010	STK33
DB12010	STK35
DB12010	STK36
DB12010	STK38
DB12010	STK38L
DB12010	STK39
DB12010	TAOK1
DB12010	TAOK2
DB12010	TAOK3
DB12010	TBK1
DB12010	TEK
DB12010	TESK1
DB12010	TGFBR1
DB12010	TGFBR2
DB12010	TIE1
DB12010	TLK1
DB12010	TLK2
DB12010	TNIK
DB12010	TNK1
DB12010	TNK2
DB12010	TNNI3K
DB12010	TSSK1B
DB12010	TTK
DB12010	TXK
DB12010	TYRO3
DB12010	ULK1
DB12010	ULK2
DB12010	ULK3
DB12010	WEE1
DB12010	YES1
DB12010	MAP3K19
DB12010	ZAK
DB12010	ZAP70
DB12010	AAK1
DB12010	ABL2
DB12010	ACVR1
DB12010	ACVR1B
DB12010	COQ8B
DB12010	ALK
DB12010	ANKK1
DB12010	AURKA
DB12010	AURKB
DB12010	AURKC
DB12010	AXL
DB12010	BLK
DB12010	BMP2K
DB12010	BMPR1B
DB12010	BMPR2
DB12010	BMX
DB12010	BRAF
DB12010	BTK
DB12010	CAMK1
DB12010	CAMK1D
